id,mentionedUserId,mentionedByUserId,contentId,commentId,createdAt
7dcc4d99-98e6-4c6d-90bc-1eeb0b0ad048,1b3ffab6-5f1d-4eab-b818-cd4b76016fc6,5845d445-03da-488e-b6c5-79781105f277,40a93678-bb7f-4c93-80e2-1415e5180a6e,f548e6a6-7fca-42a7-94fe-346bf4d2c8e1,2026-05-03 19:58:26.402592
450790fd-19b2-472a-81eb-4de0ab67e6fe,0d7e219e-22a1-437f-8c32-8f104a8aadd2,5845d445-03da-488e-b6c5-79781105f277,40a93678-bb7f-4c93-80e2-1415e5180a6e,b7be6246-8d9a-4a23-b020-cecbf51c128f,2026-05-03 19:58:36.093223
de81aadc-77cf-4189-9da2-87343d5d5bf2,0e1a9b43-9a17-4116-afc2-fc2572dbe845,668ef4af-b827-402c-be2f-7aae83db2d0a,f2756393-1d94-4893-8766-933c4e0394a9,d3acdc29-626f-4fa9-aa18-5ec4bcf45745,2026-05-04 12:05:07.682825
37ae119a-d0f1-4ebc-ac8e-298150c73c08,0e1a9b43-9a17-4116-afc2-fc2572dbe845,668ef4af-b827-402c-be2f-7aae83db2d0a,119cbfa5-f492-43fc-b662-609f48fbc005,c622d50d-967f-43ad-8662-4ccd1b8c4339,2026-05-04 12:09:15.077143
3f9c41a7-482e-4898-946c-65b05426b84b,700aecf9-bee0-4cd9-bd12-d2d9fef21919,668ef4af-b827-402c-be2f-7aae83db2d0a,2f3470cd-6633-4fdc-b31b-7eaff29065e9,c92a3229-f0e5-466c-a83b-6710594a5dd6,2026-05-05 01:53:42.340709
a9227309-7401-4f37-b064-4a515aba8485,700aecf9-bee0-4cd9-bd12-d2d9fef21919,668ef4af-b827-402c-be2f-7aae83db2d0a,2d8af3e8-039a-49ea-92ef-e7a9936a0442,1e510877-5000-4b6b-a1e3-45f76437d938,2026-05-05 01:54:16.694614
6122c0ab-4a42-4a36-ac5c-c2acccfba01f,121599fc-4bd9-4379-8514-eeb9e5723525,4abbfca8-fc0e-45e3-8d46-cf8d06b14c9a,cf080139-ed4e-4fc8-a481-d190495a91eb,debbd7e7-4a8d-40d2-947e-dbbc2ff7444b,2026-05-05 08:58:51.771262
ee2bc205-4e2f-41a0-982a-e1572001d292,121599fc-4bd9-4379-8514-eeb9e5723525,4abbfca8-fc0e-45e3-8d46-cf8d06b14c9a,cf080139-ed4e-4fc8-a481-d190495a91eb,3cc7b602-187f-4187-a1e1-e712771316f5,2026-05-05 08:59:48.027145
49704b2f-b324-49fc-9840-370645f752ba,121599fc-4bd9-4379-8514-eeb9e5723525,4abbfca8-fc0e-45e3-8d46-cf8d06b14c9a,cf080139-ed4e-4fc8-a481-d190495a91eb,0c815b4f-60cd-48fa-97a9-235b5c641187,2026-05-05 08:59:48.308569
96f01fa9-2b88-4a35-a09d-ffff43da42f1,121599fc-4bd9-4379-8514-eeb9e5723525,4abbfca8-fc0e-45e3-8d46-cf8d06b14c9a,cf080139-ed4e-4fc8-a481-d190495a91eb,d692656b-9d60-4d5b-b874-8e6e74a60e95,2026-05-05 08:59:48.448641
98b04190-5cbd-4930-8ea8-de278d7f7453,121599fc-4bd9-4379-8514-eeb9e5723525,4abbfca8-fc0e-45e3-8d46-cf8d06b14c9a,cf080139-ed4e-4fc8-a481-d190495a91eb,1ba0a106-460f-4223-88de-fa7cfbe92ac1,2026-05-05 08:59:48.646597
7d493481-9a47-403d-a6b0-52697836fabd,121599fc-4bd9-4379-8514-eeb9e5723525,4abbfca8-fc0e-45e3-8d46-cf8d06b14c9a,cf080139-ed4e-4fc8-a481-d190495a91eb,6f7464d9-13d4-4b61-9988-2bb703694a3d,2026-05-05 08:59:48.707775
0921fc30-fd95-4888-b662-24d581155fcf,56dfabce-7e33-4386-9c2e-7f9673c21445,5490df18-69dd-4fef-9f5c-230b026e47f4,73caae0f-6335-4c06-bd90-014df633ea8b,560d469b-2d79-4200-b690-00adabc14af3,2026-05-05 09:42:30.520592
78691f3f-29c7-4263-84a7-fa3d7a112ed8,a3a5aa9a-e146-4da1-ae64-41dc045c1815,1b3ffab6-5f1d-4eab-b818-cd4b76016fc6,a5200bd2-0917-42e9-a936-d9f9b97cb3fd,41041cc5-cd82-402d-8103-7401c2a2a027,2026-05-05 15:40:23.714387
7010b7dc-0c9c-4bc0-8a3a-97a9cbc8b4ff,0b32884c-683d-41a0-a93f-fe7e183c5691,9b8cf470-0707-4346-8ac6-3d124e37c076,73ea4c5f-92aa-4d38-961d-e762fd23625f,542a01ee-dc68-4b48-aa99-800e7039b7ef,2026-05-05 16:26:21.111044
f3a98c33-9c3b-44b5-9ad1-db35dfd81682,8610b936-ecd0-4e83-8a92-3be6e9b96643,8610b936-ecd0-4e83-8a92-3be6e9b96643,224b791f-727e-4395-859b-dfd2b58a2d21,0b374f0d-951d-425f-b744-5eb8968460f0,2026-05-06 06:27:09.696295
11fb0bfd-c6d2-480c-a680-cce12947b61b,0e1a9b43-9a17-4116-afc2-fc2572dbe845,0d7e219e-22a1-437f-8c32-8f104a8aadd2,03722e18-4253-49ea-88c9-bd670d08ed85,8ff37ca9-d296-4d50-94fd-c25f612f7ddf,2026-05-07 14:03:34.380892
a8b39865-7fd3-40b4-bd57-71221eb2ac2c,e8002304-c707-4af0-b119-7a80e4fde5ea,668ef4af-b827-402c-be2f-7aae83db2d0a,75777e1f-cd20-4081-98a1-8126740d32fb,dda456bb-0945-4ec4-b1f5-141be09cec81,2026-05-08 07:05:53.740596
9cc03c2a-5029-4f3a-b124-50d5c201f11e,0b32884c-683d-41a0-a93f-fe7e183c5691,668ef4af-b827-402c-be2f-7aae83db2d0a,ac6ca18b-3de5-40aa-b958-a46cca8ac984,58a83fdf-51e6-45b6-87a4-99486824c840,2026-05-08 17:35:50.582208
75ad6ee7-68c2-4dfc-9455-ae6b3df89252,814c634d-551d-46e1-b54b-3620eab33a83,668ef4af-b827-402c-be2f-7aae83db2d0a,dee2f993-5677-4d97-98e1-33c92704be72,5c2c28c0-f7ca-441e-978d-7339bdbb48ca,2026-05-09 07:12:01.222431
22d29527-79bc-4219-801e-6e8ebd324ee9,814c634d-551d-46e1-b54b-3620eab33a83,668ef4af-b827-402c-be2f-7aae83db2d0a,8f17842a-2aec-47b0-be1e-6433eb177b57,fe428e49-5c8b-4bb8-8a51-0cc221e9f4ac,2026-05-09 07:12:38.69856
04b05380-ac10-4564-b38b-18e090b41718,814c634d-551d-46e1-b54b-3620eab33a83,668ef4af-b827-402c-be2f-7aae83db2d0a,414a113a-4048-47bb-be2e-61d448b6f73d,857353ff-a77e-4a40-8bec-a576c41d8865,2026-05-09 07:13:18.761738
c02d5e2e-0a8f-4695-9daa-135c947f7487,814c634d-551d-46e1-b54b-3620eab33a83,668ef4af-b827-402c-be2f-7aae83db2d0a,119cbfa5-f492-43fc-b662-609f48fbc005,e2bc6540-cffd-49dc-8d84-c0022be7a783,2026-05-09 07:14:15.48736
7011af6b-307a-48d4-bc4b-139819f6f493,814c634d-551d-46e1-b54b-3620eab33a83,668ef4af-b827-402c-be2f-7aae83db2d0a,cf5558bf-d3c0-4c2a-813c-5ffdae9d283b,5c963b10-8bf0-4389-8cdd-02659b53e0ce,2026-05-09 07:15:18.079023
86c157a2-8185-4b0f-b384-a00d069c7edb,814c634d-551d-46e1-b54b-3620eab33a83,668ef4af-b827-402c-be2f-7aae83db2d0a,f2756393-1d94-4893-8766-933c4e0394a9,14dac44c-c4c4-4437-90e5-984f54e15425,2026-05-09 07:16:26.052202
db5667c2-108b-49af-a81d-15a1b0b0de12,814c634d-551d-46e1-b54b-3620eab33a83,668ef4af-b827-402c-be2f-7aae83db2d0a,2d8af3e8-039a-49ea-92ef-e7a9936a0442,82f07000-dac8-45ba-9790-2e096bac59e7,2026-05-09 07:17:19.030236
2c6b2c92-2573-44c1-b059-548619fa2281,814c634d-551d-46e1-b54b-3620eab33a83,668ef4af-b827-402c-be2f-7aae83db2d0a,2f3470cd-6633-4fdc-b31b-7eaff29065e9,93040cdb-c0fa-4afa-9f5d-7558a14f0cfc,2026-05-09 07:20:10.85437
62397ac1-9fcb-4d65-ab57-0c0c0ab6de9a,814c634d-551d-46e1-b54b-3620eab33a83,668ef4af-b827-402c-be2f-7aae83db2d0a,6fd6c083-9f20-4570-a131-264a7eed6836,15f3ca01-32ad-412b-87de-6af9c93fed23,2026-05-09 07:23:20.285892
